#: table_doi: 10.17182/hepdata.63866.v1/t6
#: name: Table 6
#: description: Nuclear modification factor R(pPb) of D+ mesons vs. pT measured in p-Pb collisions in the rapidity interval -0.96<y_cms<0.04.

#: data_file: Table6.yaml
#: keyword reactions: P PB --> D+ X
#: keyword observables: RATIO
#: keyword phrases: Inclusive | Prompt | Charm production
#: keyword cmenergies: 5020.0
#: RE,,,P PB --> D+ X
#: YRAP(RF=CM),,,-0.96-0.04
#: SQRT(S)/NUCLEON [GeV],,,5020.0
'PT [GEV]','PT [GEV] LOW','PT [GEV] HIGH','R(pPb)','stat +','stat -','sys +','sys -','sys,global normalization uncertainty +','sys,global normalization uncertainty -'
1.5,1.0,2.0,0.713,0.17,-0.17,-0.303,0.354,'5.09%','-5.09%'
2.5,2.0,3.0,1.175,0.204,-0.204,-0.445,0.453,'5.09%','-5.09%'
3.5,3.0,4.0,1.272,0.149,-0.149,-0.414,0.416,'5.09%','-5.09%'
4.5,4.0,5.0,1.149,0.108,-0.108,-0.264,0.265,'5.09%','-5.09%'
5.5,5.0,6.0,1.287,0.143,-0.143,-0.294,0.294,'5.09%','-5.09%'
6.5,6.0,7.0,1.024,0.138,-0.138,-0.218,0.218,'5.09%','-5.09%'
7.5,7.0,8.0,1.192,0.196,-0.196,-0.254,0.251,'5.09%','-5.09%'
10.0,8.0,12.0,1.012,0.119,-0.119,-0.214,0.213,'5.09%','-5.09%'
14.0,12.0,16.0,1.513,0.5,-0.5,-0.388,0.382,'5.09%','-5.09%'
20.0,16.0,24.0,0.932,0.357,-0.357,-0.226,0.223,'5.09%','-5.09%'

