#: table_doi: 10.17182/hepdata.63866.v1/t9
#: name: Table 9
#: description: Average of D0, D+, D*+ nuclear modification factors R(pPb) vs. pT.

#: data_file: Table9.yaml
#: keyword reactions: P PB --> D0 X | P PB --> D+ X | P PB --> D*+ X
#: keyword observables: RATIO
#: keyword phrases: Inclusive | Prompt | Charm production
#: keyword cmenergies: 5020.0
#: RE,,,P PB --> (D0 + D+ + D*+) X
#: YRAP(RF=CM),,,-0.96-0.04
#: SQRT(S)/NUCLEON [GeV],,,5020.0
'PT [GEV]','PT [GEV] LOW','PT [GEV] HIGH','R(pPb)','stat +','stat -','sys +','sys -','sys,global normalization uncertainty +','sys,global normalization uncertainty -'
1.5,1.0,2.0,0.739,0.105,-0.105,-0.198,0.203,'5.09%','-5.09%'
2.5,2.0,3.0,0.967,0.075,-0.075,-0.194,0.174,'5.09%','-5.09%'
3.5,3.0,4.0,1.031,0.059,-0.059,-0.192,0.176,'5.09%','-5.09%'
4.5,4.0,5.0,1.07,0.057,-0.057,-0.182,0.173,'5.09%','-5.09%'
5.5,5.0,6.0,1.138,0.07,-0.07,-0.191,0.184,'5.09%','-5.09%'
6.5,6.0,7.0,1.018,0.074,-0.074,-0.166,0.16,'5.09%','-5.09%'
7.5,7.0,8.0,1.063,0.1,-0.1,-0.178,0.173,'5.09%','-5.09%'
10.0,8.0,12.0,1.011,0.064,-0.064,-0.166,0.162,'5.09%','-5.09%'
14.0,12.0,16.0,0.901,0.128,-0.128,-0.157,0.154,'5.09%','-5.09%'
20.0,16.0,24.0,0.917,0.142,-0.142,-0.287,0.226,'5.09%','-5.09%'

