%: table_doi: 10.17182/hepdata.72720.v1/t8
%: name: Table 8
%: description: $p_{\rm T}$-differential invariant yield of $phi$ in p-Pb collisions with centre-of-mass energy/nucleon=5.02 TeV (NSD). Additional systematic error: +- 3.1% (normalization).

%: data_file: Table8.yaml
%: keyword reactions: P PB --> PHI X
%: keyword observables: DN/DPT/DYRAP
%: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Rapidity Dependence
%: keyword cmenergies: 5020.0
%: RE   P PB --> PHI X
%: NSD   
%: YRAP(C=CM)   -0.5-0.0
%: SQRT(S)/NUCLEON [GeV]   5020.0
%'$p_{\rm T}$ [GeV]' '$p_{\rm T}$ [GeV] LOW' '$p_{\rm T}$ [GeV] HIGH' '(1/N$_{\rm ev}$)*d$^{2}N$/(d$p_{\rm T}$d$y$) [GeV$^{-1}$]' 'stat +' 'stat -' 'sys +' 'sys -'
0.5 0.4 0.6 0.0671 0.0018 -0.0018 0.00491 -0.00491
0.7 0.6 0.8 0.07393 0.00083 -0.00083 0.00646 -0.00646
0.9 0.8 1.0 0.07595 0.00062 -0.00062 0.00663 -0.00663
1.1 1.0 1.2 0.07059 0.00058 -0.00058 0.00568 -0.00568
1.2999999999999998 1.2 1.4 0.06117 0.00057 -0.00057 0.00438 -0.00438
1.5 1.4 1.6 0.05192 0.00057 -0.00057 0.00371 -0.00371
1.7000000000000002 1.6 1.8 0.0431 0.00053 -0.00053 0.00307 -0.00307
1.9 1.8 2.0 0.03338 0.00045 -0.00045 0.00235 -0.00235
2.25 2.0 2.5 0.02231 0.00021 -0.00021 0.00158 -0.00158
2.75 2.5 3.0 0.01192 0.00013 -0.00013 0.00082 -0.00082
3.25 3.0 3.5 0.00678 0.00012 -0.00012 0.00049 -0.00049
3.75 3.5 4.0 0.003965 8.8e-05 -8.8e-05 0.000286 -0.000286
4.25 4.0 4.5 0.002154 5.6e-05 -5.6e-05 0.000152 -0.000152
4.75 4.5 5.0 0.001253 4.3e-05 -4.3e-05 8.8e-05 -8.8e-05
5.5 5.0 6.0 0.000612 2.1e-05 -2.1e-05 4.4e-05 -4.4e-05
6.5 6.0 7.0 0.000234 1.4e-05 -1.4e-05 1.7e-05 -1.7e-05
7.5 7.0 8.0 0.0001188 7e-06 -7e-06 8.4e-06 -8.4e-06
9.0 8.0 10.0 4.88e-05 3.1e-06 -3.1e-06 3.6e-06 -3.6e-06
11.5 10.0 13.0 1.13e-05 1.1e-06 -1.1e-06 9.2e-07 -9.2e-07
14.5 13.0 16.0 3.94e-06 6.9e-07 -6.9e-07 4.1e-07 -4.1e-07
18.5 16.0 21.0 9.5e-07 2.2e-07 -2.2e-07 1.3e-07 -1.3e-07

