%: table_doi: 10.17182/hepdata.72720.v1/t2
%: name: Table 2
%: description: $p_{\rm T}$-differential  yield of (K$^{*0}$ + $\overline{K^{*0}}$)/2 in p-Pb collisions with centre-of-mass energy/nucleon=5.02 TeV (NSD). Additional systematic error: +- 3.1% (normalization).

%: data_file: Table2.yaml
%: keyword reactions: P PB --> K*(892)* X | P PB --> K*BAR(892)0 X
%: keyword observables: DN/DPT/DYRAP
%: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Rapidity Dependence | Strange production
%: keyword cmenergies: 5020.0
%: RE   P PB --> (K$^{*0}$ + $\overline{K^{*0}}$) X
%: YRAP(C=CM)   -0.5-0.0
%: SQRT(S)/NUCLEON [GeV]   5020.0
%: class   NSD
%'$p_{\rm T}$ [GeV]' '$p_{\rm T}$ [GeV] LOW' '$p_{\rm T}$ [GeV] HIGH' '(1/N$_{\rm ev}$)*d$^{2}N$/(d$p_{\rm T}$d$y$) [GeV$^{-1}$]' 'stat +' 'stat -' 'sys +' 'sys -'
0.1 0.0 0.2 0.0483 0.0032 -0.0032 0.0042 -0.0042
0.30000000000000004 0.2 0.4 0.1463 0.0055 -0.0055 0.0117 -0.0117
0.5 0.4 0.6 0.1777 0.0043 -0.0043 0.0183 -0.0183
0.7 0.6 0.8 0.1842 0.0039 -0.0039 0.0153 -0.0153
0.9 0.8 1.0 0.1922 0.0029 -0.0029 0.0154 -0.0154
1.1 1.0 1.2 0.1711 0.0023 -0.0023 0.0135 -0.0135
1.2999999999999998 1.2 1.4 0.1339 0.0025 -0.0025 0.0105 -0.0105
1.5 1.4 1.6 0.1104 0.0016 -0.0016 0.009 -0.009
1.7000000000000002 1.6 1.8 0.0842 0.0014 -0.0014 0.007 -0.007
1.9 1.8 2.0 0.0695 0.0011 -0.0011 0.0057 -0.0057
2.25 2.0 2.5 0.04622 0.00051 -0.00051 0.0035 -0.0035
2.75 2.5 3.0 0.02569 0.00031 -0.00031 0.00188 -0.00188
3.25 3.0 3.5 0.0137 0.00017 -0.00017 0.00099 -0.00099
3.75 3.5 4.0 0.00715 0.00011 -0.00011 0.00052 -0.00052
4.25 4.0 4.5 0.004113 7.8e-05 -7.8e-05 0.000296 -0.000296
4.75 4.5 5.0 0.002429 5.6e-05 -5.6e-05 0.000175 -0.000175
5.5 5.0 6.0 0.001167 2.5e-05 -2.5e-05 8.35e-05 -8.35e-05
6.5 6.0 7.0 0.0005412 1.5e-05 -1.5e-05 4.05e-05 -4.05e-05
7.5 7.0 8.0 0.0002521 9.4e-06 -9.4e-06 2.13e-05 -2.13e-05
9.0 8.0 10.0 8.95e-05 3.9e-06 -3.9e-06 8.9e-06 -8.9e-06
11.0 10.0 12.0 3.24e-05 2.1e-06 -2.1e-06 3.5e-06 -3.5e-06
13.5 12.0 15.0 9.038e-06 1.1e-06 -1.1e-06 1e-06 -1e-06

